row.names,rdays,Ta.c,W.c,GR.c,HC.c,Ta.f,W.f,GR.f,HC.f,Ta.VEKS.o,ds.jdate,ds.hh,ds.dow,ds.tod,ds.diy,ds.wiy,jdate,hh
239,9.91666666666606,14.3,1.5,-3,269.9,14.3,1.5,-3,269.9,14,12975,0,2,1,192,28,12974,23
240,9.95833333333212,13.7,1.6,-3,265.5,13.7,1.6,-3,265.5,12.9,12975,1,2,1,192,28,12975,0
241,10,13.7,2.6,-3,269.9,13.7,2.6,-3,269.9,13.8,12975,2,2,1,192,28,12975,1
242,10.0416666666661,12.2,1.9,-4,278.9,12.2,1.9,-4,278.9,13.5,12975,3,2,1,192,28,12975,2
243,10.0833333333321,11.6,1.7,-4,296.2,11.6,1.7,-4,296.2,13.5,12975,4,2,1,192,28,12975,3
244,10.125,10.1,1,-1,322.3,10.1,1,-1,322.3,13.5,12975,5,2,1,192,28,12975,4
245,10.1666666666661,10.3,1.7,42,345.9,10.3,1.7,42,345.9,14.6,12975,6,2,1,192,28,12975,5
246,10.2083333333321,11.9,1.9,147,334,11.9,1.9,147,334,16.8,12975,7,2,1,192,28,12975,6
247,10.25,14,3.1,286,326.2,14,3.1,286,326.2,18.2,12975,8,2,1,192,28,12975,7
248,10.2916666666661,14.9,3.6,437,323.6,14.9,3.6,437,323.6,19.6,12975,9,2,1,192,28,12975,8
249,10.3333333333321,16.5,3.4,578,307.8,16.5,3.4,578,307.8,21,12975,10,2,1,192,28,12975,9
250,10.375,18,3.6,703,305.4,18,3.6,703,305.4,22.4,12975,11,2,1,192,28,12975,10
251,10.4166666666661,19.1,4,797,293.2,19.1,4,797,293.2,23.3,12975,12,2,1,192,28,12975,11
252,10.4583333333321,20,3.8,846,287.2,20,3.8,846,287.2,24.1,12975,13,2,1,192,28,12975,12
253,10.5,20.7,3.9,852,274.8,20.7,3.9,852,274.8,24.4,12975,14,2,1,192,28,12975,13
254,10.5416666666661,21,4,819,267.5,21,4,819,267.5,24.4,12975,15,2,1,192,28,12975,14
255,10.5833333333321,21.5,3.7,754,267.3,21.5,3.7,754,267.3,24.4,12975,16,2,1,192,28,12975,15
256,10.625,21.7,3.5,648,279.8,21.7,3.5,648,279.8,24.1,12975,17,2,1,192,28,12975,16
257,10.6666666666661,21.5,3.3,515,NA,21.5,3.3,515,281.844017784989,23.5,12975,18,2,1,192,28,12975,17
258,10.7083333333321,21,3.1,368,NA,21,3.1,368,279.773324272539,22.7,12975,19,2,1,192,28,12975,18
259,10.75,20.2,3.5,219,272.5,20.2,3.5,219,272.5,21,12975,20,2,1,192,28,12975,19
260,10.7916666666661,19,2.8,95,286.9,19,2.8,95,286.9,18.5,12975,21,2,1,192,28,12975,20
261,10.8333333333321,17.1,1.8,14,286.2,17.1,1.8,14,286.2,16.3,12975,22,2,1,192,28,12975,21
262,10.875,15.8,1.3,-4,274.7,15.8,1.3,-4,274.7,15.1,12975,23,2,1,192,28,12975,22
263,10.9166666666661,14.1,0.8,-5,261.2,14.1,0.8,-5,261.2,14,12976,0,3,1,193,28,12975,23
264,10.9583333333321,13.5,1.4,-3,265.3,13.5,1.4,-3,265.3,13.5,12976,1,3,1,193,28,12976,0
265,11,13.5,1.6,-3,269,13.5,1.6,-3,269,13.2,12976,2,3,1,193,28,12976,1
266,11.0416666666661,12,0.9,-4,267.7,12,0.9,-4,267.7,12.6,12976,3,3,1,193,28,12976,2
267,11.0833333333321,10.7,0.6,-4,287.7,10.7,0.6,-4,287.7,13.2,12976,4,3,1,193,28,12976,3
268,11.125,9.8,1.2,1,312.5,9.8,1.2,1,312.5,12.6,12976,5,3,1,193,28,12976,4
269,11.1666666666661,10.7,0.8,39,329.3,10.7,0.8,39,329.3,15.7,12976,6,3,1,193,28,12976,5
270,11.2083333333321,12.7,1.5,138,303.8,12.7,1.5,138,303.8,18.2,12976,7,3,1,193,28,12976,6
271,11.25,15.4,2.1,270,312.5,15.4,2.1,270,312.5,19.9,12976,8,3,1,193,28,12976,7
272,11.2916666666661,17.2,2.3,419,298.2,17.2,2.3,419,298.2,21.3,12976,9,3,1,193,28,12976,8
273,11.3333333333321,18.9,2.4,564,298.7,18.9,2.4,564,298.7,22.4,12976,10,3,1,193,28,12976,9
274,11.375,20.1,2.6,688,289.9,20.1,2.6,688,289.9,23.3,12976,11,3,1,193,28,12976,10
275,11.4166666666661,21.4,2.9,777,278.1,21.4,2.9,777,278.1,23.5,12976,12,3,1,193,28,12976,11
276,11.4583333333321,21.9,3.2,823,291.8,21.9,3.2,823,291.8,23.3,12976,13,3,1,193,28,12976,12
277,11.5,21.5,3.1,832,270.7,21.5,3.1,832,270.7,23.5,12976,14,3,1,193,28,12976,13
278,11.5416666666661,21.4,3.2,793,260.6,21.4,3.2,793,260.6,23.3,12976,15,3,1,193,28,12976,14
279,11.5833333333321,21.2,3.6,720,270,21.2,3.6,720,270,23.3,12976,16,3,1,193,28,12976,15
280,11.625,21.3,3.3,605,274.3,21.3,3.3,605,274.3,22.7,12976,17,3,1,193,28,12976,16
281,11.6666666666661,21.3,3.2,468,276.5,21.3,3.2,468,276.5,22.1,12976,18,3,1,193,28,12976,17
282,11.7083333333321,20.7,3,313,279.9,20.7,3,313,279.9,21.6,12976,19,3,1,193,28,12976,18
283,11.75,20.5,2.3,170,277.8,20.5,2.3,170,277.8,20.2,12976,20,3,1,193,28,12976,19
284,11.7916666666661,19.5,2,71,269.8,19.5,2,71,269.8,19.1,12976,21,3,1,193,28,12976,20
285,11.8333333333321,18.3,2.2,13,267.7,18.3,2.2,13,267.7,18.2,12976,22,3,1,193,28,12976,21
286,11.875,17.2,2.3,-2,257.6,17.2,2.3,-2,257.6,17.7,12976,23,3,1,193,28,12976,22
287,11.9166666666661,16.6,1.9,-2,239.8,16.6,1.9,-2,239.8,17.7,12977,0,4,1,194,28,12976,23
288,11.9583333333321,16.4,1.9,-2,234,16.4,1.9,-2,234,17.7,12977,1,4,1,194,28,12977,0
289,12,15.9,1.8,-2,212,15.9,1.8,-2,212,17.4,12977,2,4,1,194,28,12977,1
290,12.0416666666661,16.2,1.9,-1,223.7,16.2,1.9,-1,223.7,17.4,12977,3,4,1,194,28,12977,2
291,12.0833333333321,15.7,1.4,-1,222.3,15.7,1.4,-1,222.3,17.4,12977,4,4,1,194,28,12977,3
292,12.125,15.4,1.4,1,233.7,15.4,1.4,1,233.7,17.4,12977,5,4,1,194,28,12977,4
293,12.1666666666661,15.5,1.6,23,258.2,15.5,1.6,23,258.2,18.8,12977,6,4,1,194,28,12977,5
294,12.2083333333321,17,1.9,102,259.3,17,1.9,102,259.3,20.2,12977,7,4,1,194,28,12977,6
295,12.25,18.7,2.6,156,264.6,18.7,2.6,156,264.6,20.7,12977,8,4,1,194,28,12977,7
296,12.2916666666661,18.6,2,228,276.8,18.6,2,228,276.8,22.4,12977,9,4,1,194,28,12977,8
297,12.3333333333321,20,2.5,446,292.3,20,2.5,446,292.3,23.5,12977,10,4,1,194,28,12977,9
298,12.375,21.1,1.2,455,278.2,21.1,1.2,455,278.2,25.5,12977,11,4,1,194,28,12977,10
299,12.4166666666661,23.7,1.1,686,281.1,23.7,1.1,686,281.1,26.6,12977,12,4,1,194,28,12977,11
300,12.4583333333321,23.9,1.9,516,252.9,23.9,1.9,516,252.9,26.1,12977,13,4,1,194,28,12977,12
301,12.5,24.3,1.9,624,249.4,24.3,1.9,624,249.4,24.9,12977,14,4,1,194,28,12977,13
302,12.5416666666661,23.8,1.8,356,262.4,23.8,1.8,356,262.4,26.1,12977,15,4,1,194,28,12977,14
303,12.5833333333321,24.2,1.6,466,260.8,24.2,1.6,466,260.8,27.5,12977,16,4,1,194,28,12977,15
304,12.625,25.9,1.7,571,261.8,25.9,1.7,571,261.8,27.5,12977,17,4,1,194,28,12977,16
305,12.6666666666661,26.2,1.5,377,278,26.2,1.5,377,278,26.1,12977,18,4,1,194,28,12977,17
306,12.7083333333321,25,1.5,163,278.5,25,1.5,163,278.5,24.7,12977,19,4,1,194,28,12977,18
307,12.75,23.7,1.3,125,261.3,23.7,1.3,125,261.3,24.7,12977,20,4,1,194,28,12977,19
308,12.7916666666661,22.9,1,56,258.3,22.9,1,56,258.3,24.7,12977,21,4,1,194,28,12977,20
309,12.8333333333321,21.7,1.1,8,249.8,21.7,1.1,8,249.8,23.5,12977,22,4,1,194,28,12977,21
310,12.875,20.2,1.5,-1,236.9,20.2,1.5,-1,236.9,22.7,12977,23,4,1,194,28,12977,22
311,12.9166666666661,19.4,1.3,-2,225.9,19.4,1.3,-2,225.9,22.4,12978,0,5,1,195,28,12977,23
312,12.9583333333321,19.1,1.9,0,219.2,19.1,1.9,0,219.2,21.9,12978,1,5,1,195,28,12978,0
313,13,18.7,1.4,-1,222.8,18.7,1.4,-1,222.8,21.9,12978,2,5,1,195,28,12978,1
314,13.0416666666661,18.3,1.5,-1,215.4,18.3,1.5,-1,215.4,21.9,12978,3,5,1,195,28,12978,2
315,13.0833333333321,18.6,2,0,217.5,18.6,2,0,217.5,21.6,12978,4,5,1,195,28,12978,3
316,13.125,18.6,2,1,236.4,18.6,2,1,236.4,21.3,12978,5,5,1,195,28,12978,4
317,13.1666666666661,18.6,1.8,17,258.5,18.6,1.8,17,258.5,21.6,12978,6,5,1,195,28,12978,5
318,13.2083333333321,18.7,2,48,268.9,18.7,2,48,268.9,21.6,12978,7,5,1,195,28,12978,6
319,13.25,19,1.8,86,278.3,19,1.8,86,278.3,22.1,12978,8,5,1,195,28,12978,7
320,13.2916666666661,19.3,1.7,96,278,19.3,1.7,96,278,23,12978,9,5,1,195,28,12978,8
321,13.3333333333321,19.8,1.7,176,285.3,19.8,1.7,176,285.3,24.1,12978,10,5,1,195,28,12978,9
322,13.375,21,1.8,341,281.2,21,1.8,341,281.2,24.4,12978,11,5,1,195,28,12978,10
323,13.4166666666661,22.4,1.7,553,284.7,22.4,1.7,553,284.7,24.7,12978,12,5,1,195,28,12978,11
324,13.4583333333321,22.7,2.5,361,264.4,22.7,2.5,361,264.4,23.8,12978,13,5,1,195,28,12978,12
325,13.5,22.4,2.4,311,261.1,22.4,2.4,311,261.1,24.9,12978,14,5,1,195,28,12978,13
326,13.5416666666661,23,2.5,544,258.2,23,2.5,544,258.2,25.8,12978,15,5,1,195,28,12978,14
327,13.5833333333321,23.4,2.2,522,261.2,23.4,2.2,522,261.2,25.2,12978,16,5,1,195,28,12978,15
328,13.625,23.7,2.8,480,264,23.7,2.8,480,264,25.8,12978,17,5,1,195,28,12978,16
329,13.6666666666661,23.4,2.4,380,268.7,23.4,2.4,380,268.7,25.5,12978,18,5,1,195,28,12978,17
330,13.7083333333321,23,2.1,237,266.5,23,2.1,237,266.5,24.7,12978,19,5,1,195,28,12978,18
331,13.75,22,2,109,258,22,2,109,258,23.5,12978,20,5,1,195,28,12978,19
332,13.7916666666661,20.8,1.4,60,249.6,20.8,1.4,60,249.6,22.7,12978,21,5,1,195,28,12978,20
333,13.8333333333321,20,1.2,6,241.7,20,1.2,6,241.7,21.6,12978,22,5,1,195,28,12978,21
334,13.875,18.7,0.6,-2,242.8,18.7,0.6,-2,242.8,21.3,12978,23,5,1,195,28,12978,22
335,13.9166666666661,17.6,0.8,-1,221.5,17.6,0.8,-1,221.5,20.2,12979,0,6,2,196,28,12978,23
336,13.9583333333321,17,0.5,-1,224,17,0.5,-1,224,18.8,12979,1,6,2,196,28,12979,0
337,14,16.5,0.4,0,218.2,16.5,0.4,0,218.2,17.9,12979,2,6,2,196,28,12979,1
338,14.0416666666661,16.2,0.4,0,209.9,16.2,0.4,0,209.9,18.5,12979,3,6,2,196,28,12979,2
339,14.0833333333321,16.9,0.6,1,215.5,16.9,0.6,1,215.5,19.1,12979,4,6,2,196,28,12979,3
340,14.125,17.4,0.8,3,225.8,17.4,0.8,3,225.8,19.3,12979,5,6,2,196,28,12979,4
341,14.1666666666661,17.6,1.2,17,223.9,17.6,1.2,17,223.9,19.6,12979,6,6,2,196,28,12979,5
342,14.2083333333321,17.9,1.6,44,237.1,17.9,1.6,44,237.1,19.6,12979,7,6,2,196,28,12979,6
343,14.25,17.7,2.3,65,265.1,17.7,2.3,65,265.1,19.3,12979,8,6,2,196,28,12979,7
344,14.2916666666661,17.4,2.2,126,282.9,17.4,2.2,126,282.9,20.2,12979,9,6,2,196,28,12979,8
345,14.3333333333321,18.7,1.6,279,291.5,18.7,1.6,279,291.5,20.7,12979,10,6,2,196,28,12979,9
346,14.375,18.4,2.5,138,302.1,18.4,2.5,138,302.1,20.7,12979,11,6,2,196,28,12979,10
347,14.4166666666661,18.8,1.9,181,296.1,18.8,1.9,181,296.1,21.6,12979,12,6,2,196,28,12979,11
348,14.4583333333321,19.2,2.4,303,283.6,19.2,2.4,303,283.6,23,12979,13,6,2,196,28,12979,12
349,14.5,20.4,2.2,428,264.9,20.4,2.2,428,264.9,24.7,12979,14,6,2,196,28,12979,13
350,14.5416666666661,22.4,2.5,703,269.5,22.4,2.5,703,269.5,22.1,12979,15,6,2,196,28,12979,14
351,14.5833333333321,21.7,3.3,563,254.3,21.7,3.3,563,254.3,22.7,12979,16,6,2,196,28,12979,15
352,14.625,21.1,2.8,473,276.2,21.1,2.8,473,276.2,24.4,12979,17,6,2,196,28,12979,16
353,14.6666666666661,21.6,2.6,380,270.6,21.6,2.6,380,270.6,23,12979,18,6,2,196,28,12979,17
354,14.7083333333321,21.6,2.6,218,269.6,21.6,2.6,218,269.6,22.1,12979,19,6,2,196,28,12979,18
355,14.75,20,2.5,97,265.5,20,2.5,97,265.5,21,12979,20,6,2,196,28,12979,19
356,14.7916666666661,19.3,2.2,53,258,19.3,2.2,53,258,20.2,12979,21,6,2,196,28,12979,20
357,14.8333333333321,18.8,1.7,10,242.8,18.8,1.7,10,242.8,19.3,12979,22,6,2,196,28,12979,21
358,14.875,17.4,1.3,-2,246.3,17.4,1.3,-2,246.3,17.9,12979,23,6,2,196,28,12979,22
359,14.9166666666661,17.1,1.3,0,229.8,17.1,1.3,0,229.8,18.5,12980,0,7,3,197,28,12979,23
360,14.9583333333321,16.8,1.1,0,231.1,16.8,1.1,0,231.1,17.9,12980,1,7,3,197,28,12980,0
361,15,16.5,1.1,0,220.2,16.5,1.1,0,220.2,17.7,12980,2,7,3,197,28,12980,1
362,15.0416666666661,16.5,1.2,1,217.6,16.5,1.2,1,217.6,17.4,12980,3,7,3,197,28,12980,2
363,15.0833333333321,16.3,0.5,0,222.1,16.3,0.5,0,222.1,16,12980,4,7,3,197,28,12980,3
364,15.125,15.5,0.4,1,239.8,15.5,0.4,1,239.8,16.3,12980,5,7,3,197,28,12980,4
365,15.1666666666661,14.7,0.8,22,235.9,14.7,0.8,22,235.9,16.5,12980,6,7,3,197,28,12980,5
366,15.2083333333321,15.8,0.9,55,241.3,15.8,0.9,55,241.3,17.7,12980,7,7,3,197,28,12980,6
367,15.25,16.4,1.3,130,259.1,16.4,1.3,130,259.1,19.1,12980,8,7,3,197,28,12980,7
368,15.2916666666661,17.4,1.3,302,276.3,17.4,1.3,302,276.3,20.5,12980,9,7,3,197,28,12980,8
369,15.3333333333321,18.9,1.7,441,292.4,18.9,1.7,441,292.4,21.3,12980,10,7,3,197,28,12980,9
370,15.375,19.5,2.1,525,299.9,19.5,2.1,525,299.9,22.7,12980,11,7,3,197,28,12980,10
371,15.4166666666661,20.1,2.3,682,298.8,20.1,2.3,682,298.8,23.3,12980,12,7,3,197,28,12980,11
372,15.4583333333321,21,2.5,547,285.9,21,2.5,547,285.9,23.5,12980,13,7,3,197,28,12980,12
373,15.5,21.5,2.8,561,266.9,21.5,2.8,561,266.9,23.3,12980,14,7,3,197,28,12980,13
374,15.5416666666661,21.3,2.7,474,268.1,21.3,2.7,474,268.1,24.1,12980,15,7,3,197,28,12980,14
375,15.5833333333321,21.6,2.8,365,261.8,21.6,2.8,365,261.8,24.1,12980,16,7,3,197,28,12980,15
376,15.625,21.2,3,294,258,21.2,3,294,258,24.1,12980,17,7,3,197,28,12980,16
377,15.6666666666661,20.8,2,142,273.3,20.8,2,142,273.3,24.4,12980,18,7,3,197,28,12980,17
378,15.7083333333321,21,2,131,278.9,21,2,131,278.9,23,12980,19,7,3,197,28,12980,18
379,15.75,20.3,2.3,54,267.6,20.3,2.3,54,267.6,22.7,12980,20,7,3,197,28,12980,19
380,15.7916666666661,20.4,0.9,118,252.9,20.4,0.9,118,252.9,20.7,12980,21,7,3,197,28,12980,20
381,15.8333333333321,19.8,0.9,20,258.7,19.8,0.9,20,258.7,19.6,12980,22,7,3,197,28,12980,21
382,15.875,17.9,1.3,-3,254.8,17.9,1.3,-3,254.8,19.3,12980,23,7,3,197,28,12980,22
383,15.9166666666661,17,1.2,-2,236.3,17,1.2,-2,236.3,18.8,12981,0,1,1,198,29,12980,23
384,15.9583333333321,16.4,1,-2,241.3,16.4,1,-2,241.3,19.3,12981,1,1,1,198,29,12981,0
385,16,15.9,0.9,-3,242,15.9,0.9,-3,242,18.8,12981,2,1,1,198,29,12981,1
386,16.0416666666661,15.6,1.4,-2,240,15.6,1.4,-2,240,18.8,12981,3,1,1,198,29,12981,2
387,16.0833333333321,15.7,1.4,0,243.5,15.7,1.4,0,243.5,18.8,12981,4,1,1,198,29,12981,3
388,16.125,16.6,1.8,1,260.7,16.6,1.8,1,260.7,18.5,12981,5,1,1,198,29,12981,4
389,16.1666666666661,16.1,2,11,292.4,16.1,2,11,292.4,19.1,12981,6,1,1,198,29,12981,5
390,16.2083333333321,16.1,2.6,85,293.6,16.1,2.6,85,293.6,19.6,12981,7,1,1,198,29,12981,6
391,16.25,17.2,3.3,244,293.6,17.2,3.3,244,293.6,20.2,12981,8,1,1,198,29,12981,7
392,16.2916666666661,17.7,2.6,256,289.2,17.7,2.6,256,289.2,20.7,12981,9,1,1,198,29,12981,8
393,16.3333333333321,17.9,2.8,254,286.1,17.9,2.8,254,286.1,21.9,12981,10,1,1,198,29,12981,9
394,16.375,18.8,2.9,380,285,18.8,2.9,380,285,22.4,12981,11,1,1,198,29,12981,10
395,16.4166666666661,19.5,3.2,587,276.1,19.5,3.2,587,276.1,23.3,12981,12,1,1,198,29,12981,11
396,16.4583333333321,20.5,3.3,635,NA,20.5,3.3,635,264.08445381558,23,12981,13,1,1,198,29,12981,12
397,16.5,20,3.1,388,NA,20,3.1,388,250.512335119449,23,12981,14,1,1,198,29,12981,13
398,16.5416666666661,20.3,2.6,335,248.3,20.3,2.6,335,248.3,23.5,12981,15,1,1,198,29,12981,14
399,16.5833333333321,20.8,2.3,383,260.6,20.8,2.3,383,260.6,24.1,12981,16,1,1,198,29,12981,15
400,16.625,20.9,2.2,313,272.6,20.9,2.2,313,272.6,23.5,12981,17,1,1,198,29,12981,16
401,16.6666666666661,21.4,2.2,282,282.1,21.4,2.2,282,282.1,24.1,12981,18,1,1,198,29,12981,17
402,16.7083333333321,21.3,2,233,284.9,21.3,2,233,284.9,23.8,12981,19,1,1,198,29,12981,18
403,16.75,21.5,1.6,185,264.6,21.5,1.6,185,264.6,22.4,12981,20,1,1,198,29,12981,19
404,16.7916666666661,20.4,1.6,56,264.1,20.4,1.6,56,264.1,21,12981,21,1,1,198,29,12981,20
405,16.8333333333321,18.8,2.2,7,253.4,18.8,2.2,7,253.4,20.2,12981,22,1,1,198,29,12981,21
406,16.875,17.9,2.2,-1,253.9,17.9,2.2,-1,253.9,19.1,12981,23,1,1,198,29,12981,22
407,16.9166666666661,16.7,1.9,-2,245.3,16.7,1.9,-2,245.3,18.2,12982,0,2,1,199,29,12981,23
408,16.9583333333321,15.7,1.1,-2,238.3,15.7,1.1,-2,238.3,18.2,12982,1,2,1,199,29,12982,0
409,17,15.4,1,0,241.2,15.4,1,0,241.2,17.9,12982,2,2,1,199,29,12982,1
410,17.0416666666661,15.7,1.3,0,231.4,15.7,1.3,0,231.4,17.7,12982,3,2,1,199,29,12982,2
411,17.0833333333321,15.5,1.6,-1,247.5,15.5,1.6,-1,247.5,17.4,12982,4,2,1,199,29,12982,3
412,17.125,15.4,1.7,0,262.5,15.4,1.7,0,262.5,17.9,12982,5,2,1,199,29,12982,4
413,17.1666666666661,15.5,2.1,13,282.6,15.5,2.1,13,282.6,18.2,12982,6,2,1,199,29,12982,5
414,17.2083333333321,16,2.3,78,293.4,16,2.3,78,293.4,18.5,12982,7,2,1,199,29,12982,6
415,17.25,16.4,2.8,189,280.6,16.4,2.8,189,280.6,19.9,12982,8,2,1,199,29,12982,7
416,17.2916666666661,17.4,3.2,286,280.7,17.4,3.2,286,280.7,21,12982,9,2,1,199,29,12982,8
417,17.3333333333321,18.5,3,424,284.6,18.5,3,424,284.6,21.9,12982,10,2,1,199,29,12982,9
418,17.375,19.3,3.2,455,292.4,19.3,3.2,455,292.4,21.6,12982,11,2,1,199,29,12982,10
419,17.4166666666661,19.8,3.3,459,279,19.8,3.3,459,279,23.3,12982,12,2,1,199,29,12982,11
420,17.4583333333321,19.7,3,679,263.3,19.7,3,679,263.3,23.8,12982,13,2,1,199,29,12982,12
421,17.5,21.1,3.3,540,253.5,21.1,3.3,540,253.5,23,12982,14,2,1,199,29,12982,13
422,17.5416666666661,20.9,3.1,186,274.4,20.9,3.1,186,274.4,19.6,12982,15,2,1,199,29,12982,14
423,17.5833333333321,17.5,4.2,318,271.9,17.5,4.2,318,271.9,21.3,12982,16,2,1,199,29,12982,15
424,17.625,19.2,3.6,328,268.5,19.2,3.6,328,268.5,21.9,12982,17,2,1,199,29,12982,16
425,17.6666666666661,19.5,3.3,238,277.2,19.5,3.3,238,277.2,22.4,12982,18,2,1,199,29,12982,17
426,17.7083333333321,20.4,3.5,304,283.9,20.4,3.5,304,283.9,22.1,12982,19,2,1,199,29,12982,18
427,17.75,19.8,2.9,109,278.9,19.8,2.9,109,278.9,21.3,12982,20,2,1,199,29,12982,19
428,17.7916666666661,19.1,2.6,38,267.5,19.1,2.6,38,267.5,19.6,12982,21,2,1,199,29,12982,20
429,17.8333333333321,17.5,3.3,0,269.9,17.5,3.3,0,269.9,19.3,12982,22,2,1,199,29,12982,21
430,17.875,16.8,2.4,0,245.8,16.8,2.4,0,245.8,18.8,12982,23,2,1,199,29,12982,22
431,17.9166666666661,16.5,2,0,243.8,16.5,2,0,243.8,18.5,12983,0,3,1,200,29,12982,23
432,17.9583333333321,16.3,2,-1,241.7,16.3,2,-1,241.7,18.5,12983,1,3,1,200,29,12983,0
433,18,16.1,2,0,234.2,16.1,2,0,234.2,18.5,12983,2,3,1,200,29,12983,1
434,18.0416666666661,16.1,1.7,0,237.8,16.1,1.7,0,237.8,18.5,12983,3,3,1,200,29,12983,2
435,18.0833333333321,15.9,1.4,0,243.6,15.9,1.4,0,243.6,18.8,12983,4,3,1,200,29,12983,3
436,18.125,16,2.1,1,262.9,16,2.1,1,262.9,18.8,12983,5,3,1,200,29,12983,4
437,18.1666666666661,16,2.2,23,284.4,16,2.2,23,284.4,19.3,12983,6,3,1,200,29,12983,5
438,18.2083333333321,16.5,2.9,63,283.9,16.5,2.9,63,283.9,19.9,12983,7,3,1,200,29,12983,6
439,18.25,17.1,3.5,182,292.4,17.1,3.5,182,292.4,20.2,12983,8,3,1,200,29,12983,7
440,18.2916666666661,17.5,4,206,287.3,17.5,4,206,287.3,21,12983,9,3,1,200,29,12983,8
441,18.3333333333321,18.3,4.9,459,289.1,18.3,4.9,459,289.1,21.6,12983,10,3,1,200,29,12983,9
442,18.375,18.7,5.1,624,292.5,18.7,5.1,624,292.5,21.9,12983,11,3,1,200,29,12983,10
443,18.4166666666661,19,5.2,778,289.2,19,5.2,778,289.2,23,12983,12,3,1,200,29,12983,11
444,18.4583333333321,19.6,5.4,846,273.5,19.6,5.4,846,273.5,23.3,12983,13,3,1,200,29,12983,12
445,18.5,20.3,5.5,846,272.1,20.3,5.5,846,272.1,24.1,12983,14,3,1,200,29,12983,13
446,18.5416666666661,20.7,5.9,823,261.2,20.7,5.9,823,261.2,24.7,12983,15,3,1,200,29,12983,14
447,18.5833333333321,21.4,5.5,736,264.3,21.4,5.5,736,264.3,24.9,12983,16,3,1,200,29,12983,15
448,18.625,21.8,5.3,640,268.4,21.8,5.3,640,268.4,24.7,12983,17,3,1,200,29,12983,16
449,18.6666666666661,21.9,4.6,482,273.8,21.9,4.6,482,273.8,24.1,12983,18,3,1,200,29,12983,17
450,18.7083333333321,21.4,4.6,331,279.6,21.4,4.6,331,279.6,23.3,12983,19,3,1,200,29,12983,18
451,18.75,20.8,4.4,149,276.3,20.8,4.4,149,276.3,22.7,12983,20,3,1,200,29,12983,19
452,18.7916666666661,19.9,3.5,72,263.9,19.9,3.5,72,263.9,21.6,12983,21,3,1,200,29,12983,20
453,18.8333333333321,18.3,1.4,8,264,18.3,1.4,8,264,20.7,12983,22,3,1,200,29,12983,21
454,18.875,17.5,1.4,-3,245.5,17.5,1.4,-3,245.5,20.2,12983,23,3,1,200,29,12983,22
455,18.9166666666661,17.1,1.8,-3,241,17.1,1.8,-3,241,19.6,12984,0,4,1,201,29,12983,23
456,18.9583333333321,16.5,1.7,-2,240.3,16.5,1.7,-2,240.3,19.1,12984,1,4,1,201,29,12984,0
457,19,16,1.5,-2,238.8,16,1.5,-2,238.8,18.8,12984,2,4,1,201,29,12984,1
458,19.0416666666661,15.6,1.4,-2,241.7,15.6,1.4,-2,241.7,17.9,12984,3,4,1,201,29,12984,2
459,19.0833333333321,15.3,1.6,-2,252.5,15.3,1.6,-2,252.5,17.7,12984,4,4,1,201,29,12984,3
460,19.125,14.7,1.3,-1,277.5,14.7,1.3,-1,277.5,17.4,12984,5,4,1,201,29,12984,4
461,19.1666666666661,14.5,1.3,25,296,14.5,1.3,25,296,17.4,12984,6,4,1,201,29,12984,5
462,19.2083333333321,15.3,2.3,80,294.9,15.3,2.3,80,294.9,19.1,12984,7,4,1,201,29,12984,6
463,19.25,16.3,1.9,178,NA,16.3,1.9,178,287.320083825047,20.7,12984,8,4,1,201,29,12984,7
464,19.2916666666661,18.5,2.3,411,NA,18.5,2.3,411,282.080738577108,22.4,12984,9,4,1,201,29,12984,8
465,19.3333333333321,20.3,2.3,471,306.3,20.3,2.3,471,306.3,24.1,12984,10,4,1,201,29,12984,9
466,19.375,21.8,2.7,577,271.7,21.8,2.7,577,271.7,25.2,12984,11,4,1,201,29,12984,10
467,19.4166666666661,23.2,3.3,719,269.6,23.2,3.3,719,269.6,26.1,12984,12,4,1,201,29,12984,11
468,19.4583333333321,24.2,3.6,627,255.6,24.2,3.6,627,255.6,26.3,12984,13,4,1,201,29,12984,12
469,19.5,24.3,3.6,595,253.8,24.3,3.6,595,253.8,27.2,12984,14,4,1,201,29,12984,13
470,19.5416666666661,25.3,3,769,255.2,25.3,3,769,255.2,27.5,12984,15,4,1,201,29,12984,14
471,19.5833333333321,25.7,3,558,255.6,25.7,3,558,255.6,27.7,12984,16,4,1,201,29,12984,15
472,19.625,26,2.9,478,253.7,26,2.9,478,253.7,27.5,12984,17,4,1,201,29,12984,16
473,19.6666666666661,26.2,3,444,267.5,26.2,3,444,267.5,27.2,12984,18,4,1,201,29,12984,17
474,19.7083333333321,25.3,2.7,155,274.6,25.3,2.7,155,274.6,26.6,12984,19,4,1,201,29,12984,18
475,19.75,24.8,3,121,256.7,24.8,3,121,256.7,25.5,12984,20,4,1,201,29,12984,19
476,19.7916666666661,23.9,2.6,66,258.1,23.9,2.6,66,258.1,23.8,12984,21,4,1,201,29,12984,20
477,19.8333333333321,22,2.1,5,240.5,22,2.1,5,240.5,22.7,12984,22,4,1,201,29,12984,21
478,19.875,20.8,2.2,-2,241.4,20.8,2.2,-2,241.4,23,12984,23,4,1,201,29,12984,22
479,19.9166666666661,20.7,2,0,219.1,20.7,2,0,219.1,23,12985,0,5,1,202,29,12984,23
